央视,#genre#
河北卫视,http://223.10.20.174:8083/udp/239.1.1.48:8048
广东卫视,http://223.10.20.174:8083/udp/239.1.1.49:8049
陕西卫视,http://223.10.20.174:8083/udp/239.1.1.50:8050
甘肃卫视,http://223.10.20.174:8083/udp/239.1.1.51:8051
江西卫视,http://223.10.20.174:8083/udp/239.1.1.52:8052
青海卫视,http://223.10.20.174:8083/udp/239.1.1.53:8053
云南卫视,http://223.10.20.174:8083/udp/239.1.1.54:8054
海南卫视,http://223.10.20.174:8083/udp/239.1.1.55:8055
宁夏卫视,http://223.10.20.174:8083/udp/239.1.1.56:8056
西藏卫视,http://223.10.20.174:8083/udp/239.1.1.57:8057
兵团卫视,http://223.10.20.174:8083/udp/239.1.1.58:8058
新疆卫视,http://223.10.20.174:8083/udp/239.1.1.59:8059
内蒙古卫视,http://223.10.20.174:8083/udp/239.1.1.60:8060
大湾区卫视,http://223.10.20.174:8083/udp/239.1.1.69:8069
三沙卫视,http://223.10.20.174:8083/udp/239.1.1.70:8070
厦门卫视,http://223.10.20.174:8083/udp/239.1.1.71:8071
山东教育卫视,http://223.10.20.174:8083/udp/239.1.1.74:8074
四川卫视,http://171.217.132.106:4022/udp/239.93.0.20:1235 
湖南卫视,http://171.217.132.106:4022/udp/239.93.0.88:5140 
江苏卫视,http://171.217.132.106:4022/udp/239.93.0.89:5140 
浙江卫视,http://171.217.132.106:4022/udp/239.93.0.124:5140 
东方卫视,http://171.217.132.106:4022/udp/239.93.0.123:5140 
北京卫视,http://171.217.132.106:4022/udp/239.93.0.180:5140 
深圳卫视,http://171.217.132.106:4022/udp/239.93.0.182:5140 
广东卫视,http://171.217.132.106:4022/udp/239.93.0.181:5140 
天津卫视,http://171.217.132.106:4022/udp/239.93.0.167:5140 
山东卫视,http://171.217.132.106:4022/udp/239.93.0.168:5140 
康巴卫视,http://171.217.132.106:4022/udp/239.93.0.41:5140 
江西卫视,http://171.217.132.106:4022/udp/239.93.0.134:5140 
东南卫视,http://171.217.132.106:4022/udp/239.93.0.42:5140 
黑龙江卫视,http://171.217.132.106:4022/udp/239.93.0.183:5140 
重庆卫视,http://171.217.132.106:4022/udp/239.93.1.107:5140 
贵州卫视,http://171.217.132.106:4022/udp/239.93.0.131:5140 
湖北卫视,http://171.217.132.106:4022/udp/239.93.0.250:5140 
安徽卫视,http://171.217.132.106:4022/udp/239.93.1.106:5140 
河北卫视,http://171.217.132.106:4022/udp/239.93.0.132:5140 
辽宁卫视,http://171.217.132.106:4022/udp/239.93.1.108:5140 
河南卫视,http://171.217.132.106:4022/udp/239.93.42.45:5140 
广西卫视,http://171.217.132.106:4022/udp/239.93.42.46:5140 
云南卫视,http://171.217.132.106:4022/udp/239.93.1.174:5140 
吉林卫视,http://171.217.132.106:4022/udp/239.93.0.248:5140 
陕西卫视,http://171.217.132.106:4022/udp/239.93.0.125:5140 
山西卫视,http://171.217.132.106:4022/udp/239.93.0.127:5140 
内蒙古卫视,http://171.217.132.106:4022/udp/239.93.0.87:5140 
青海卫视,http://171.217.132.106:4022/udp/239.93.0.85:5140 
宁夏卫视,http://171.217.132.106:4022/udp/239.93.0.74:5140 
西藏卫视,http://171.217.132.106:4022/udp/239.93.0.83:5140 
新疆卫视,http://171.217.132.106:4022/udp/239.93.0.82:5140 
甘肃卫视,http://171.217.132.106:4022/udp/239.93.0.81:5140 
海南卫视,http://171.217.132.106:4022/udp/239.93.0.90:5140 
陕西农林,http://171.217.132.106:4022/udp/239.93.0.100:5140 
兵团卫视,http://171.217.132.106:4022/udp/239.93.42.43:5140 
厦门卫视,http://171.217.132.106:4022/udp/239.93.42.57:5140 
三沙卫视,http://171.217.132.106:4022/udp/239.93.42.58:5140 
山东教育卫视,http://171.217.132.106:4022/udp/239.93.1.196:5140 
延边卫视,http://171.217.132.106:4022/udp/239.93.0.249:5140

影视综合,#genre#
斗鱼电影1,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影3,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=c357f68d7199827c89663777da40c4ee&token=cpn-androidmpro-0-20415-b6774b3b3249db1798811cfe5c393414bcc73f076e3a65fa&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
综合频道1,http://zby.xjqxz.top/zh01/live.m3u8
综合频道2,http://zby.xjqxz.top/zh02/live.m3u8
综合频道3,http://zby.xjqxz.top/zh03/live.m3u8
综合频道4,http://zby.xjqxz.top/zh04/live.m3u8
综合频道5,http://zby.xjqxz.top/zh05/live.m3u8
综合频道6,http://zby.xjqxz.top/zh06/live.m3u8
综合频道7,http://zby.xjqxz.top/zh07/live.m3u8
综合频道8,http://zby.xjqxz.top/zh08/live.m3u8
综合频道9,http://zby.xjqxz.top/zh09/live.m3u8
综合频道10,http://zby.xjqxz.top/zh10/live.m3u8
综合频道11,http://zby.xjqxz.top/zh11/live.m3u8
综合频道12,http://zby.xjqxz.top/zh12/live.m3u8
综合频道13,http://zby.xjqxz.top/zh13/live.m3u8
综合频道14,http://zby.xjqxz.top/zh14/live.m3u8
综合频道15,http://zby.xjqxz.top/zh15/live.m3u8
港片1轮播,http://zby.xjqxz.top/hkdy1/live.m3u8
港片2轮播,http://zby.xjqxz.top/hkdy2/live.m3u8
国产院线1,http://zby.xjqxz.top/live18/live.m3u8
国产院线2,http://zby.xjqxz.top/gcwx2/live.m3u8
国产院线3,http://zby.xjqxz.top/gcwx3/live.m3u8
国产院线4,http://zby.xjqxz.top/gcwx4/live.m3u8
国产院线5,http://zby.xjqxz.top/gcwx5/live.m3u8
周星驰专辑轮播,http://zby.xjqxz.top/live12/live.m3u8
李连杰专辑轮播,http://zby.xjqxz.top/lljdy/live.m3u8
成龙驰专辑轮播,http://zby.xjqxz.top/cldy/live.m3u8
4K影院,http://zby.xjqxz.top/4kyy/live.m3u8
好莱坞大片1,http://zby.xjqxz.top/hlwdy1/live.m3u8
中外经典喜剧轮播,http://zby.xjqxz.top/live13/live.m3u8
抗战专用频道,http://zby.xjqxz.top/kzzypd/live.m3u8
抗战专用频道2,http://zby.xjqxz.top/kzzypd2/live.m3u8
谍战专用频道,http://zby.xjqxz.top/dzzypd/live.m3u8
谍战专用频道2,http://zby.xjqxz.top/dzzypd2/live.m3u8
谍战专用频道3,http://zby.xjqxz.top/dzzypd3/live.m3u8
古装武侠剧,http://zby.xjqxz.top/gzwxj/live.m3u8
古装宫斗剧,http://zby.xjqxz.top/gzgdj/live.m3u8
古装电视剧1,http://zby.xjqxz.top/gzdsj1/live.m3u8
古装电视剧2,http://zby.xjqxz.top/gzdsj2/live.m3u8
古装电视剧3,http://zby.xjqxz.top/gzdsj3/live.m3u8
古装电视剧4,http://zby.xjqxz.top/gzdsj4/live.m3u8
古装电视剧5,http://zby.xjqxz.top/gzdsj5/live.m3u8
都市电视剧1,http://zby.xjqxz.top/dsdsj1/live.m3u8
都市电视剧2,http://zby.xjqxz.top/dsdsj2/live.m3u8
都市电视剧3,http://zby.xjqxz.top/dsdsj3/live.m3u8
寻情记,http://zby.xjqxz.top/xqj/live.m3u8
纪录片1,http://zby.xjqxz.top/jlp1/live.m3u8
007全集轮播,http://zby.xjqxz.top/live5/live.m3u8
碟中谍全集轮播,http://zby.xjqxz.top/live6/live.m3u8
哈利波特全集轮播,http://zby.xjqxz.top/live7/live.m3u8
大决战合集,http://zby.xjqxz.top/live11/live.m3u8
精彩电视剧,http://zby.xjqxz.top/dsj/live.m3u8
风雨送春归,http://zby.xjqxz.top/fyscg/live.m3u8
长安十二时辰,http://zby.xjqxz.top/casrsc/live.m3u8
三生三世枕上书,http://zby.xjqxz.top/sssszss/live.m3u8
狂飙,http://zby.xjqxz.top/live9/live.m3u8
水浒传,http://zby.xjqxz.top/shz/live.m3u8
庆余年,http://zby.xjqxz.top/qyn/live.m3u8
星光灿烂.月生沧海,http://zby.xjqxz.top/xhcl/live.m3u8
琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8
警察荣誉,http://zby.xjqxz.top/live16/live.m3u8
雪中悍刀行,http://zby.xjqxz.top/xzhdx/live.m3u8
后宫.甄嬛传,http://zby.xjqxz.top/live8/live.m3u8
芈月传,http://zby.xjqxz.top/myz/live.m3u8
武林外传,http://zby.xjqxz.top/live10/live.m3u8
繁花,http://zby.xjqxz.top/live17/live.m3u8
风吹半夏,http://zby.xjqxz.top/fcbx/live.m3u8
幸福到万家,http://zby.xjqxz.top/xfdwj/live.m3u8
梦华录,http://zby.xjqxz.top/mhl/live.m3u8
云襄传,http://zby.xjqxz.top/yxz/live.m3u8
去有风的地方,http://zby.xjqxz.top/qyfddf/live.m3u8
大博弈,http://zby.xjqxz.top/dby/live.m3u8
唐朝诡事录,http://zby.xjqxz.top/tcgsl/live.m3u8
潜伏在黎明之前,http://zby.xjqxz.top/qfzlmzq/live.m3u8
少年歌行,http://zby.xjqxz.top/sngx/live.m3u8
三体,http://zby.xjqxz.top/st/live.m3u8
卿卿日常,http://zby.xjqxz.top/qqrc/live.m3u8
向风而行,http://zby.xjqxz.top/xfex/live.m3u8
天下长河,http://zby.xjqxz.top/txch/live.m3u8
大秦帝国之裂变,http://zby.xjqxz.top/dqdgzlb/live.m3u8
我们的日子,http://zby.xjqxz.top/wmdrz/live.m3u8
康熙微服私访记,http://zby.xjqxz.top/kxwfxhj/live.m3u8
隋唐英雄传,http://zby.xjqxz.top/styx/live.m3u8

地方,#genre#
开州综合,https://qxlmlive9.cbg.cn/applive/kzpd01/chunklist.m3u8
忠县综合,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
梁平综合,https://qxlmlive9.cbg.cn/applive/lplive01/chunklist.m3u8
巫山综合,https://qxlmlive9.cbg.cn/applive/wspd001/chunklist.m3u8
武隆综合,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
永川综合,https://qxlmlive9.cbg.cn/applive/yctv01/playlist.m3u8
北碚综合,http://222.178.181.121:12034/beibei01.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
江津综合,http://222.179.155.21:1935/ch1.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
河北生活,http://121.24.99.30:8090/hls/26/index.m3u8
文物宝库,http://121.24.99.30:8090/hls/47/index.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
黄冈新闻,http://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0
黄冈公共,http://huanggang-live21.cjyun.org/10210/s10210-xwgg.m3u8?auth_key=1735660799-0-0-39c6d712b6337fbdefe84e2d22e34513
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
孝昌新闻党建,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1735660799-0-0-886396e7a9ce6f90ecdbfdf669624539
大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1735660799-0-0-b1bf1625df01ea7dabc97bf7aa7f253d
枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1735660799-0-0-fd9715217b53a31e92b5d42d24438b4a
鄂州新闻综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1735660799-0-0-d737b8c7fad391cc6187d35123baff28
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1735660799-0-0-6deee5ef6d55cce1a924b7c14a999a69
随州综合,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8?auth_key=4836074354-0-0-d3ae3e237ae5fdaa7e72d8b930ff507b&extra_key=q_KhUzRNviTQMw35AK7VUOsxUuO3fkLbRbWjHBywJErK0zgP7mqTsFvo50t7UieqiF-pvnPCIMJa5QdRQ1gLPBYWz9HOG7TAdI5vRG232V88z98QUcOS1P6iUQbACyEaoEVKLRe_Am23Ezeahvwg0pDBetjQHrLPx7P8mro2vqw15rvUQKLSF-HBByajerez
随州农村,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8?auth_key=4834621829-0-0-49c63c7de26b595a9177e498db618f79&extra_key=xQtKveJFBYYdE5xPP5Qc5y3qlfhlj-BcHOcbWxez9NxCHHoFi0Lp44BN8aqi2_k9URCU-rsf8mQz8CYifgEaMzixzi63CT1KgCDexQ0cD5X0e0lUMZaQy0DMOXcFpW1Cf9zn7psgSNcUQiA2OGcxi7TXk-_FyDGcu767szWh8SQJ0Vr0uNRbiqE2jzk7ICiX
长清新闻,https://tv.cry33.com/qilu.php?id=jncqxw
长清生活,https://tv.cry33.com/qilu.php?id=jncqsh
济阳综合,https://tv.cry33.com/qilu.php?id=jnjyzh
济阳影视,https://tv.cry33.com/qilu.php?id=jnjyys
平阴乡村振兴,https://tv.cry33.com/qilu.php?id=jnpyxc
李沧TV,https://tv.cry33.com/qilu.php?id=qdlc
崂山TV,https://tv.cry33.com/qilu.php?id=qdls
莱西综合,https://tv.cry33.com/qilu.php?id=qdlxzh
莱西生活,https://tv.cry33.com/qilu.php?id=qdlxsh
平度新闻综合,https://tv.cry33.com/qilu.php?id=qdpdxw
平度生活服务,https://tv.cry33.com/qilu.php?id=qdpdsh
潍坊新闻综合,https://tv.cry33.com/qilu.php?id=wfxwzh
潍坊生活,https://tv.cry33.com/qilu.php?id=wfsh
潍坊影视综艺,https://tv.cry33.com/qilu.php?id=wfyswy
潍坊科教文旅,https://tv.cry33.com/qilu.php?id=wfkjwl
潍坊高新区,https://tv.cry33.com/qilu.php?id=wfgxq
安丘综合,https://tv.cry33.com/qilu.php?id=wfaqzh
安丘民生,https://tv.cry33.com/qilu.php?id=wfaqms
滨海新闻综合,https://tv.cry33.com/qilu.php?id=wfbhxw
昌乐综合,https://tv.cry33.com/qilu.php?id=wfclzh
临朐新闻综合,https://tv.cry33.com/qilu.php?id=wflqxw
龙口综合,https://tv.cry33.com/qilu.php?id=ytlkzh
龙口生活,https://tv.cry33.com/qilu.php?id=ytlksh
莱山综合,https://tv.cry33.com/qilu.php?id=ytlszh
莱山影视,https://tv.cry33.com/qilu.php?id=ytlsys
莱阳综合,https://tv.cry33.com/qilu.php?id=ytlyzh
莱州综合,https://tv.cry33.com/qilu.php?id=ytlzzh
高青综合,https://tv.cry33.com/qilu.php?id=zbgqzh
高青影视,https://tv.cry33.com/qilu.php?id=zbgqys
沂源生活,https://tv.cry33.com/qilu.php?id=zbyysh
山亭综合,https://tv.cry33.com/qilu.php?id=zzstzh
薛城新闻综合,https://tv.cry33.com/qilu.php?id=zzxcxw
峄城综合,https://tv.cry33.com/qilu.php?id=zzyczh
无棣综合,https://tv.cry33.com/qilu.php?id=bzwdzh
无棣综艺,https://tv.cry33.com/qilu.php?id=bzwdzy
阳信新闻综合,https://tv.cry33.com/qilu.php?id=bzyxxw
德州新闻综合,https://tv.cry33.com/qilu.php?id=dzxwzh
乐陵新闻综合,https://tv.cry33.com/qilu.php?id=dzllxw
乐陵城市生活,https://tv.cry33.com/qilu.php?id=dzllcs
临邑1,https://tv.cry33.com/qilu.php?id=dzly1
临邑2,https://tv.cry33.com/qilu.php?id=dzly2
武城综合,https://tv.cry33.com/qilu.php?id=dzwczh
武城综艺影视,https://tv.cry33.com/qilu.php?id=dzwczy
成武综合,https://tv.cry33.com/qilu.php?id=hzcwzh
成武综艺,https://tv.cry33.com/qilu.php?id=hzcwzy
曹县综合,https://tv.cry33.com/qilu.php?id=hzcxzh
金乡综合,https://tv.cry33.com/qilu.php?id=jijxzh
金乡生活,https://tv.cry33.com/qilu.php?id=jijxsh
梁山综合,https://tv.cry33.com/qilu.php?id=jilszh
任城新闻综合,https://tv.cry33.com/qilu.php?id=jircxw
任城影视娱乐,https://tv.cry33.com/qilu.php?id=jircys
微山综合,https://tv.cry33.com/qilu.php?id=jiws1
微山2套,https://tv.cry33.com/qilu.php?id=jiws2
鱼台新闻,https://tv.cry33.com/qilu.php?id=jiytxw
鱼台生活,https://tv.cry33.com/qilu.php?id=jiytsh
东阿综合,https://tv.cry33.com/qilu.php?id=lcdezh
东阿综艺,https://tv.cry33.com/qilu.php?id=lcdezy
冠县综合,https://tv.cry33.com/qilu.php?id=lcgxzh
莘县综合,https://tv.cry33.com/qilu.php?id=lcsxzh
莘县生活,https://tv.cry33.com/qilu.php?id=lcsxsh
临沭综合,https://tv.cry33.com/qilu.php?id=lyls1
临沭生活,https://tv.cry33.com/qilu.php?id=lyls2
郯城综合,https://tv.cry33.com/qilu.php?id=lytc1
郯城2套,https://tv.cry33.com/qilu.php?id=lytc2
沂南综合,https://tv.cry33.com/qilu.php?id=lyynzh
沂水综合,https://tv.cry33.com/qilu.php?id=lyys1
沂水生活,https://tv.cry33.com/qilu.php?id=lyys2
莒县综合,https://tv.cry33.com/qilu.php?id=rzjx1
东平综合,https://tv.cry33.com/qilu.php?id=tadpzh
肥城综合,https://tv.cry33.com/qilu.php?id=tafczh
肥城生活,https://tv.cry33.com/qilu.php?id=tafcsh
泰山TV,https://tv.cry33.com/qilu.php?id=tats
象视界,https://tv.cry33.com/hn.php?id=xsj
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙古蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
乌兰察布新闻综合,https://pluslive.wrbtv.cn/xwzhpd/sd/live.m3u8
乌兰察布经济生活,https://pluslive.wrbtv.cn/jjshpd/sd/live.m3u8
镇江1套,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江2套,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
连云港1套,http://live.lyg1.com/zhpd/sd/live.m3u8
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
